id,eta_V_SAEM,eta_Cl_SAEM,eta_V_mean,eta_Cl_mean,eta_V_mode,eta_Cl_mode,eta_V_sd,eta_Cl_sd
1,0,0.0440072,0,0.0470151,0,0.0462422,0,0.0148876
2,0,0.132087,0,0.133332,0,0.133548,0,0.0129938
3,0,-0.0951667,0,-0.0960854,0,-0.0930505,0,0.0144455
4,0,-0.0868553,0,-0.0862455,0,-0.0864077,0,0.0168904
5,0,-0.0976348,0,-0.0999453,0,-0.0961072,0,0.0175964
6,0,0.101971,0,0.0999564,0,0.101493,0,0.0160549
7,0,-0.0996296,0,-0.0971048,0,-0.096533,0,0.0163335
8,0,-0.0293599,0,-0.0288055,0,-0.0279346,0,0.0194123
9,0,0.129369,0,0.130705,0,0.131541,0,0.0141269
10,0,-0.0675611,0,-0.0659633,0,-0.0652011,0,0.0145648
11,0,0.0313451,0,0.0338248,0,0.0325887,0,0.0160466
12,0,0.0564287,0,0.0542135,0,0.0564126,0,0.0141267
13,0,-0.0996815,0,-0.102175,0,-0.100683,0,0.0166942
14,0,0.092209,0,0.0914485,0,0.0923923,0,0.0138958
15,0,-0.0745558,0,-0.0768133,0,-0.0751747,0,0.016068
16,0,0.14067,0,0.140227,0,0.142501,0,0.0151194
17,0,-0.107822,0,-0.11147,0,-0.1074,0,0.0147573
18,0,-0.0906513,0,-0.0898082,0,-0.089315,0,0.0158658
19,0,-0.10712,0,-0.106992,0,-0.106525,0,0.014832
20,0,0.119242,0,0.122458,0,0.121765,0,0.0153838
21,0,-0.0813742,0,-0.0785432,0,-0.0802658,0,0.0184556
22,0,-0.0293384,0,-0.0310439,0,-0.0273295,0,0.0173177
23,0,0.141492,0,0.13671,0,0.141552,0,0.0142159
24,0,-0.06754,0,-0.0680069,0,-0.0682242,0,0.0166278
25,0,0.0447831,0,0.0468847,0,0.0470844,0,0.0168313
26,0,0.0416635,0,0.0404996,0,0.0428309,0,0.0180939
27,0,-0.113893,0,-0.11614,0,-0.113041,0,0.016464
28,0,0.0955478,0,0.0947162,0,0.096445,0,0.0155062
29,0,-0.0686009,0,-0.0731997,0,-0.0695777,0,0.0171605
30,0,0.222449,0,0.220256,0,0.222202,0,0.0130745
31,0,-0.085663,0,-0.0824597,0,-0.0842486,0,0.0172314
32,0,-0.0707592,0,-0.0711612,0,-0.0690679,0,0.0169265
33,0,-0.106241,0,-0.104805,0,-0.103717,0,0.0156548
34,0,0.110224,0,0.115125,0,0.112954,0,0.0156094
35,0,-0.0931719,0,-0.0945393,0,-0.0932267,0,0.0162014
36,0,-0.0290916,0,-0.0285227,0,-0.027969,0,0.0159095
37,0,0.138921,0,0.139966,0,0.140088,0,0.013121
38,0,-0.0614215,0,-0.06246,0,-0.0591654,0,0.0149077
39,0,0.0465996,0,0.0447363,0,0.0460572,0,0.0156152
40,0,0.0256809,0,0.0261382,0,0.0275377,0,0.0154598
41,0,-0.100031,0,-0.101381,0,-0.0992435,0,0.0163254
42,0,0.0832106,0,0.0819224,0,0.0844526,0,0.0159794
43,0,-0.0673289,0,-0.0672485,0,-0.0651118,0,0.0174814
44,0,0.212065,0,0.21594,0,0.213385,0,0.0146867
45,0,-0.066163,0,-0.063719,0,-0.0647303,0,0.0152986
