id,eta_V_SAEM,eta_Cl_SAEM,eta_V_mean,eta_Cl_mean,eta_V_mode,eta_Cl_mode,eta_V_sd,eta_Cl_sd
1,0,0.0434907,0,0.0469875,0,0.0461445,0,0.0149393
2,0,0.13133,0,0.132838,0,0.13345,0,0.0134861
3,0,-0.0947837,0,-0.0953544,0,-0.0931491,0,0.013762
4,0,-0.0867856,0,-0.0854064,0,-0.0865075,0,0.0166685
5,0,-0.0982295,0,-0.100079,0,-0.0962047,0,0.0174342
6,0,0.102157,0,0.100107,0,0.101386,0,0.0157873
7,0,-0.0994426,0,-0.0973989,0,-0.09663,0,0.0164279
8,0,-0.0290534,0,-0.0291219,0,-0.0280382,0,0.0191221
9,0,0.129316,0,0.130883,0,0.131442,0,0.0139334
10,0,-0.0684529,0,-0.066248,0,-0.0652979,0,0.0146627
11,0,0.0312363,0,0.0329367,0,0.0324866,0,0.0174853
12,0,0.0564121,0,0.0542456,0,0.0563138,0,0.0138894
13,0,-0.0994632,0,-0.101994,0,-0.100778,0,0.0169703
14,0,0.0920526,0,0.0908507,0,0.0922953,0,0.0141629
15,0,-0.0746924,0,-0.0780172,0,-0.0752735,0,0.0168367
16,0,0.141215,0,0.13903,0,0.142401,0,0.0157136
17,0,-0.108563,0,-0.111503,0,-0.107501,0,0.0149208
18,0,-0.0906055,0,-0.0905908,0,-0.0894172,0,0.0151141
19,0,-0.107077,0,-0.107967,0,-0.106624,0,0.0145939
20,0,0.118951,0,0.121802,0,0.121667,0,0.0141608
21,0,-0.081199,0,-0.0787384,0,-0.0803588,0,0.0185267
22,0,-0.0297051,0,-0.0315097,0,-0.0274268,0,0.0172682
23,0,0.141128,0,0.13709,0,0.14145,0,0.0138865
24,0,-0.0674568,0,-0.0676391,0,-0.0683309,0,0.0167937
25,0,0.0440703,0,0.0466808,0,0.0469836,0,0.0166787
26,0,0.0417777,0,0.0407345,0,0.0427267,0,0.0174525
27,0,-0.113442,0,-0.115946,0,-0.113139,0,0.0167284
28,0,0.0957873,0,0.0947388,0,0.0963404,0,0.015353
29,0,-0.0686736,0,-0.0737565,0,-0.0696843,0,0.0171309
30,0,0.223051,0,0.21834,0,0.222108,0,0.0135006
31,0,-0.0855855,0,-0.0826881,0,-0.0843451,0,0.0171621
32,0,-0.0709924,0,-0.0712665,0,-0.0691677,0,0.0177402
33,0,-0.10616,0,-0.104998,0,-0.103817,0,0.0157812
34,0,0.110142,0,0.115451,0,0.112854,0,0.0156034
35,0,-0.0931361,0,-0.0937488,0,-0.0933285,0,0.0164166
36,0,-0.0291554,0,-0.0284475,0,-0.0280734,0,0.015913
37,0,0.137977,0,0.139455,0,0.13999,0,0.0137916
38,0,-0.0612238,0,-0.0623772,0,-0.0592672,0,0.0145156
39,0,0.0464148,0,0.0448954,0,0.0459577,0,0.0151273
40,0,0.0255297,0,0.0257715,0,0.0274319,0,0.0151313
41,0,-0.100199,0,-0.101529,0,-0.0993389,0,0.0156128
42,0,0.0835143,0,0.080868,0,0.0843385,0,0.014777
43,0,-0.0669328,0,-0.0673402,0,-0.0652105,0,0.0172018
44,0,0.212154,0,0.214616,0,0.213283,0,0.0154757
45,0,-0.0660974,0,-0.0636937,0,-0.0648294,0,0.0155253
